timestamp,temperature,relative_humidity
2021-12-13 16:31:20,19.29931640625,60.009765625
2021-12-13 16:32:27,19.29931640625,60.009765625
2021-12-13 16:33:33,19.29931640625,60.009765625
2021-12-13 16:34:39,19.29931640625,60.009765625
2021-12-13 16:35:45,19.39697265625,60.009765625
2021-12-13 16:36:51,19.29931640625,60.009765625
2021-12-13 16:37:58,19.29931640625,60.009765625
2021-12-13 16:39:04,19.29931640625,60.009765625
2021-12-13 16:40:10,19.39697265625,60.009765625
2021-12-13 16:41:17,19.29931640625,60.009765625
2021-12-13 16:42:23,19.29931640625,60.009765625
2021-12-13 16:43:29,19.29931640625,60.009765625
2021-12-13 16:44:35,19.29931640625,60.009765625
2021-12-13 16:45:42,19.29931640625,60.009765625
2021-12-13 16:46:48,19.29931640625,60.009765625
2021-12-13 16:47:54,19.29931640625,60.009765625
2021-12-13 16:49:00,19.29931640625,60.009765625
2021-12-13 16:50:07,19.39697265625,60.009765625
2021-12-13 16:52:25,19.49462890625,60.009765625
2021-12-13 16:53:31,19.49462890625,60.009765625
2021-12-13 16:54:37,19.49462890625,60.009765625
2021-12-13 16:55:43,19.49462890625,60.009765625
2021-12-13 16:56:50,19.49462890625,60.009765625
2021-12-13 16:57:56,19.49462890625,60.009765625
2021-12-13 16:59:02,19.49462890625,60.009765625
2021-12-13 17:00:08,19.6044921875,60.009765625
2021-12-13 17:01:20,19.6044921875,60.009765625
2021-12-13 17:02:26,19.49462890625,60.009765625
2021-12-13 17:03:33,19.49462890625,60.009765625
2021-12-13 17:04:39,19.49462890625,60.009765625
2021-12-13 17:05:45,19.49462890625,60.009765625
2021-12-13 17:06:51,19.49462890625,60.009765625
2021-12-13 17:07:58,19.39697265625,60.009765625
2021-12-13 17:09:04,19.49462890625,60.009765625
2021-12-13 17:10:10,19.39697265625,60.009765625
2021-12-13 17:11:16,19.39697265625,60.009765625
2021-12-13 17:12:28,19.39697265625,60.009765625
2021-12-13 17:13:40,19.39697265625,60.009765625
2021-12-13 17:14:46,19.39697265625,60.009765625
2021-12-13 17:15:53,19.39697265625,60.009765625
2021-12-13 17:16:59,19.49462890625,58.984375
2021-12-13 17:18:05,19.39697265625,58.984375
2021-12-13 17:19:11,19.39697265625,58.984375
2021-12-13 17:20:18,19.39697265625,58.984375
2021-12-13 17:21:24,19.39697265625,58.984375
2021-12-13 17:22:30,19.39697265625,58.984375
2021-12-13 17:23:36,19.39697265625,58.984375
2021-12-13 17:24:43,19.39697265625,58.984375
2021-12-13 17:25:49,19.39697265625,58.984375
2021-12-13 17:26:55,19.39697265625,58.984375
2021-12-13 17:28:01,19.39697265625,58.984375
2021-12-13 17:29:08,19.39697265625,58.984375
2021-12-13 17:30:14,19.49462890625,58.984375
2021-12-13 17:31:20,19.49462890625,60.009765625
2021-12-13 17:32:26,19.49462890625,60.009765625
2021-12-13 17:33:33,19.6044921875,60.009765625
2021-12-13 17:34:39,19.6044921875,60.009765625
2021-12-13 17:35:51,19.6044921875,60.009765625
2021-12-13 17:36:57,19.6044921875,60.009765625
2021-12-13 17:38:09,19.6044921875,60.009765625
2021-12-13 17:39:15,19.6044921875,60.009765625
2021-12-13 17:40:21,19.7021484375,60.009765625
